label,statement
true,"median net worth american household hasnt chang much past decad 20,000 ... congress averag median net worth balloon doubl"
false,scott fisher tri expand obamacar texa even vote offici resolut forc 1 million texan obamacar
true,saudi arabia third-largest militari budget entir world
true,april 2009 democrat control congress ( approv ) rate 40
true,barack obama health care bill noth new mitt romney sign one like four year
false,respon austininclud anderson mill road citi propo transport bond packag
false,depart defen chang definit al-qaeda taliban make almost anybodi loo associ group
true,art robinson social secur end attrit
true,tide gaug measur sea level rhode island sinc 1930 risen mayb 10 inch sinc time
false,unlik benghazi investig 1983 beirut barrack bomb none key aspect 9/11 attack iraq war none embassi attack georg w. bush
true,360 million tax dollar went straight ... taliban
false,whether support 'do n't ask n't tell '
false,censu bureau worker told skew inform bring unemploy rate head elect season
true,poll 2016 candid leadership skill come two three four time higher anybodi el
true,2012 nation survey drug use health found half daili marijuana smoker becom addict -- estim 2.7 million peopl u
true,start ohio terribl get bipartisan support bill call leadership
false,gov chri christi deci close elizabeth mvc save money
true,sixti new jersey doctor accept medicaid patient
true,"congressman j.d hayworth avid earmark support pork 220,000 renov main blueberri farm 5.8 million vermont snowmobil trail"
true,citi save estim 38 dental cost everi 1 invest fluorid
true,least obama n't marri cousin giuliani
true,gov ( rick ) perri help balanc budget 6 billion worth feder help happili took start blame member congress offer help
false,presid obama came ohio 12 time tri defeat guess ? didnt win
true,suspend system develop charg two year
true,job presid obama claim creat sinc start 38.5 women 61.5 gone men
false,look dictionari definit happi time founder happi want ought
true,amend 2 medic marijuana higher percentag vote last six florida governor includ jeb bush 2002 landslid
true,health care greatest contribut spend increa state budget
true,buffett rule rai virtual money mayb day half borrow per year
true,georgia u.s. senat vote legisl would gut clean air protect increa oil depend
true,romneycar model obamacar
true,"provid econom develop partnership .which [ cicillin ] chair loan 103,000 taxpay fund one campaign worker worker never paid back loan"
false,doctor went american medic school accept obamacar
false,290 million structur surplu 2011-13 wisconsin budget real base assumpt congress reinstat estat tax
false,dan patrick chang name danni goeb hide debt
true,pay out-of-st residenti facil hundr thousand dollar hou children state custodi
false,per-pupil cost [ blackston valley prep ] mayor academi far outweigh per-pupil cost cumberland public school
true,"april 22 restor right 18,000 individu past seven governor combin four-year term"
false,feder hate crime prevent act bill would creat special protect pedophil
false,wisconsin suprem court candid joann kloppenburg put 80-year-old farmer jail refu plant nativ veget farm
true,1935 50 % elderli popul live poverti today poverti rate stand offici 9.4 %
true,superdeleg never determin factor nomin sinc theyv place sinc 1984
true,republican state convent actual larger republican nation convent
false,book ( ken ) cuccinelli question whether medicar social secur exist
true,500 million internet user 80 million blogger drive discuss china youv got lot peopl voic frustrat discont
true,son resign job feder regul washington put us
true,senat health care bill `` would leav 24 million peopl without insur coverag ``
false,american receiv food aid work ( ) privat sector
true,illeg tobacco sale price driven high connect least sever case fund terror us multi-year investig last decad half
false,state educ administr join fed seek mandat arab class texa children
false,land commiss jerri patterson threaten shoot
true,1980 2010 water usag georgia drop even state popul grew
true,gener assembl explicit constitut author impo incom sale estat myriad tax upon us
false,insid stimulu packag anti-christian legisl stop church use public school meet sunday well boy scout student bibl studi group
true,wisconsin bill limit use food stamp junk food would also prevent -- limit -- extent food stamp could use organ food
true,lose thousand ( veteran ) wait line cant get speedi health care veteran administr
false,newli propo hou republican budget abolish medicar within 10 year
true,georg lemieux fal attack marco rubio
true,fewer peopl cross ( southwest ) border last 30 year
false,health insur cost floridian 30
false,lamar smith sponsor bill fund obamacar
true,respond chemic weapon use syria
true,lgbt commun often victim hate crime recogn group
true,obama maintain friendship convict felon
false,mitt romney carri interest incom tax trick
false,sinc obamacar stimulu pass unemploy rate u.s. increa
true,"2011 28,000 new tenness job creat 4 billion capit invest jobs4tn plan work"
true,day nation pay communist china 73.9 million interest debt
false,sen. jim webb persist negat sen. mark warner vote
true,rhode island gener unemploy compen rate compar state
true,call address risk deriv crack subprim mortgag improv financ oversight earli financ crisi
true,constitut issu affect paycheck member congress shutdown
true,one privat sector get unlimit accrual vacat sick leav
true,obama flip-flop public campaign financ
false,back door gun control full effect unit state due obama environ protect agenc
true,"obama administr origin want 10,000 troop remain iraq -- combat troop militari advi special oper forc watch counterterror effort"
false,ice endor
false,tax increa michigan gov jennif granholm led state unemploy go 6.8 15.3
false,ronald reagan signatur 1986 amnesti act gave barack obama 15 million addit hispan vote 2012
false,nevada lawmak perman cut tax 95 nevada busi
false,texa u.s. rep. pete session said gop goal go back exact polici place presid took offic ... polici crash economi
false,donald trump said govern go pay everybodi health care
false,11 state peopl welfar employ
false,former feder reserv chairman alan greenspan said worker insecur healthi societi theyll serv master gladli passiv
true,econom stimulu
false,neighborhood becom violentund presid barack obama watch
false,obama admin gut @ projchildsaf budget provid trigger lock safeti kit
true,barack obama 's health care plan `` would leav 15-million american ``
true,high school graduat rate highest record
false,say ohio reps. marcia fudg marci kaptur denni kucinich socialist openli serv u.s. congress
true,engag nation-build afghanistan
false,defen depart shrink-wrap 10.8 billion american money load 175 pallet put transport plane iraq pass 100 bill one receipt
false,stood parti vote budget stop runaway govern spend
false,democrat much pocket nra
true,florida propo amend medic marijuana would allow peopl alleg minor ailment muscl spasm neck pain back pain even menstrual cramp ( qualifi ) government-sanct pot-smok
false,doctor say ebola transmit air sneez cough
true,bishop unit state -- believ -- 1919 came afford comprehen univ health care
false,support ronald reagan polici
false,suprem court nomin merrick garlandvot folk know washington d.c. keep gun away privat citizen
false,forti year ago hardli anybodi countri health insur
true,suprem court 15 time last 120 year said marriag fundament right never said man woman
true,alex sink support tax water tv
true,im self-fund campaign
false,everi kentuckian enrol obamacar 40 drop coverag
false,american lost job barack obama presid modern histori
false,money budget give tax break everyon includ peopl make 1 million
true,2012 first year american histori minor born peopl major
true,statu illeg immigr
true,go harder vote virginia buy gun ...
true,dan patrick call immigr texa inva said immigr come texa bring third-world disea
false,harri reid vote use taxpay dollar pay viagra convict child molest sex offend
true,averag time someon use hold share stock back 60 eight year averag time four month
true,sinc 1904 ohio victor presid 25 27 time
true,obamacar member congress requir purcha health insur new exchang
false,25 % human traffick victim locat texa
true,"fat-cat bureaucrat depart educ get paid averag salari 102,000 year teacher georgia get paid half"
false,chri christi behind poll jon corzin 2009 governor race
true,donald trump spent least amount money competit primari contend beat badli
true,houston school district analysi found ( state board educ ) quadrupl number histor figur student must learn
true,florida high school graduat rate continu increa fastest rate nation florida lead nation rate hispan graduat
false,plan rai car registr 56 would still leav virginia fee equal lower state
false,spend half trillion dollar year tax prepar
false,[ gm ] pay back everyth owe would sell share 143 share highest valu gener motor share ever 43 44 46 whatev dollar
true,21 congressmen senat convict feloni still get retir even jail dont wait theyr 65
false,mitt romney said januari 2012 debat paul ryan tax plan id paid tax last two year
true,hou republican pledg introduc bill reform america health care system `` 'parti ' fail produc legisl ``
true,poll show american overwhelmingli oppo obamacar especi individu mandat
true,hou deleg budget bill cut 50 million educ
false,texa teach creation evolut public school
false,telecom bill could keep state corpor commiss get rate-of-return inform electr util
false,portland public school invit well-paid well-f school bureaucrat administr teacher staff non-needi student affluent parent student adult includ extrem adult homeless illeg alien fanat muslim terrorist drug addict street peopl enjoy cheap breakfast taxpayer-paid school facil amidst school children
true,mccain lobbi ( ) 10-million pork project honor conserv justic
false,confront unexpect storm hit metropolitan area
true,"among manufactur fewer 50 employ averag cost term regul 34,000 per employ"
true,"health care bill `` creat 4 million job 400,000 job almost immedi ``"
false,u.s. rep. scott rigel want gun owner feder registr system
false,pension contribut gov chri christi would repr 75 total contribut made year 1995 2010 right 15 year total state contribut 2.1 billion
true,water qualiti ocean perfect test everi ocean shore new jersey
false,balanc budget four straight year paid 405 billion debt
true,sherrod brown vote two year row liber senat unit state america liber sen. berni sander
false,greg abbott noth pursu report sexual abu boy west texa state-run school
false,governor must inform senat presid absenc state
false,oppon sam olen thank [ arizona immigr rule ] sinc team got clinton elect
false,major american sinc harri truman day support single-pay health insur full medicar
true,ohio gov john kasich worst rate spend governor countri republican democrat
false,benghazi probe longest-run congress investig ever
false,jeb bush extend earli vote see long line
false,presid barack obama think american lazi
true,gov scott walker cau wisconsin lose job state countri
false,measur repeal state prevail wage law would make easier state contractor hire illeg worker wisconsin construct job illeg worker loophol state budget
true,almost 400 arrest citi last year panhandling-rel offen involv 78 suspect indic peopl panhandl
true,2 million oregonian receiv import medic servic health plan
true,pend feder waiver 2013 legislatur elimin overtest student grade 3-8 decrea number test 17 8
false,ask public employ pay 10 cost guarant pension 15 cost health care ... leadership public employ union dont want pay anyth
true,( ) unit state govern constitut peopl put death
true,obama spokesman bill burton clinton gave bush `` blank check critic foreign polici issu ``
false,law pass appar clinton administr whether recruit offic marin militari abl gun appar prohibit
true,democrat governor associ obama polit machin come republican primari tri rig elect spend 1 million last coupl day
false,"stimulu money fund govern board made recommend would cost 378,000 job 28.3 billion sale"
false,last 10 year one piec legisl cosponsor pass john duncan jr
true,citi counti georgia dont websit elect offici dont email address
false,never favor shut govern ( ) vote fund govern fulli
true,confed battl flag never flew texa ... might soon see licen plate
true,peta use realli fanci drone follow hunter around place countri
false,unit state student achiev number 25 29 develop countri come scienc math
false,mitt romney back bill outlaw abort even case rape incest
true,north carolina home largest militari instal world
false,last three year alon 13 time suprem court unanim 9-0 includ presid liber pick struck presid execut order
true,libya america spent 2 billion total didnt lose singl life
false,20 time ( smart gun ) wont work
true,look incom averag american ... theyr absolut flat constant dollar sinc 1979
true,rhode island parol board never receiv object attorney gener parol convict murder alfr brissett
true,highli unusu suprem court confirm presidenti elect year last one 1940
true,guantanamo never key compon isi al-qaida propaganda
false,rep. adam putnam silent rush limbaugh call sonia sotomayor racist
false,georg allen flat tax plan would actual shrink revenu thanth perri ( flat tax ) plan
true,right texa doesnt incom tax oklahoma lower incom tax rate guess sever tax ? sky high
true,sarah palin `` 12 year elect offic experi ``
true,"dep 2,812 employ lowest level sinc mid-80"
true,ten thousand home right california turn faucet cant drink water
true,largest number bankruptci countri realli result health care
true,marco rubio 1absent record unit state senat
false,plan result collect bargain subsequ chang anybodi -- insur compani obamacar -- forc grandfath polici chang
false,oregon sixth highest combin death tax rate countri
false,man kill motorist fatal struck 2-year-old back street receiv 13-year sentenc bank robberi serv two year
true,left offic 7-million surplu provid 2008 citi 110-million deficit
true,hispan fallen poverti obama
true,year feder govern revenu year histori countri
true,government-run 'public ' plan ... creat entitl cost anoth 1 trillion next 10 year
true,count unit state airstrik isi 75 combat mission return base without fire weapon
false,presid barack obama pay women equal measur white hou
false,u.s. senat scott brown deliv wall street save big bank 19 billion tax
true,fact 2.4 million job lost sinc stimulu bill sign law februari 2009
true,rate peopl work ( wisconsin ) almost five point higher nation
false,african-american vote percentag popul 2008 `` mississippi suddenli democrat state ``
false,hillari clinton surg trade deficit china 40 % secretari state cost american million job
false,ann kuster said debat america debt limit import issu day
true,whether elimin state incom tax
true,"isissend 90,000 social ( media ) messag day"
false,unemploy hou auto industri crise fix give million dollar everi worker age 50 retir
true,north koreaha two-dozennuclear warhead
false,feder govern right deport crimin
true,presid barack obama stimulu
true,emerg room account 2 health care spend
true,hillari clinton said work-rel email sent back state depart fbi director said true
true,mitt romney said line nra
false,patrick murphi tri hide drunken assault polic offic
false,( bill ) florida prohibit doctor talk -- particularli pediatrician -- talk patient gun safeti home
true,look done last decad creat 1 million job state texa time ( rest ) america lost 2.5 million
false,ted cruz money come washington outsid state texa
true,2005 round militari base close yet result save
false,florida experienc posit job growth 39 consecut month
true,1992 mitt romney gave money democrat congress
false,"aig execut ... ( took ) junket 400,000 twice"
false,harri reid plan basic give presid blank check
true,jim renacci support nation sale tax 23
false,300k home owner suicid attribut foreclosur
true,gun polici
true,chri koster oppo protect women missouri one four senat vote bill end practic make rape victim pay rape kit
false,obama ... gave almost million dollar ( kenya ) opposit campaign happen cousin raila odinga
false,saw videotap peopl take money plane pay ransom iran hostag
true,case wolv kill peopl rocki mountain state
false,sixty-on bridg troubl
true,oil compani shower regul ( miner manag servic ) gift favor essenti allow conduct safeti inspect write regul
true,pretti much question [ curfew ordin ] arent effect either reduc crime prevent harm young peopl
false,jeff merkley decid vote obamacar oregon unmitig disast
true,new beverag tax increa cost soda juic drink sport drink ice tea flavor water 50 %
false,uncheck democrat major trenton respon year diver state unemploy insur trust fund
true,nathan deal save hope scholarship program
true,"legal prescript drug statist kill 100,000 peopl year ( ) document death due marijuana"
false,estat tax came republican like teddi roosevelt ... real simpl reason : america 've never like idea massiv inherit wealth
true,5 increa domest product would increa world suppli less 1 almost noth depend foreign oil would also virtual effect price ga pump
false,everi time price gasolin rise 1 cent abillion dollarsout economi goe saudi arabia
false,lay 48 peopl last year exacerb lack law enforc offic counti respond quickli crime call
true,fiscal cliff deal increa spend
true,today unit state sadli one lowest voter turnout major countri earth
true,"recent global warm summit copenhagen nanci pelosi stay five-star hotel trip cost nearli 10,000 per person"
true,first 19 month obama administr u.s. detain peopl nation design state sponsor terror southwestern border
true,rubio admit `` would accept stimulu money ``
true,senat hillari clinton name three law eight year
false,donald trump hasnt broken promi relea tax return
true,cut tax 95 work famili
false,unit state record number abort year year year
true,drone technolog allow individu record home drone small bird immedi upload internet
false,first word spoken moon houston
false,mccain `` select edit joe biden 's word ... biden actual said barack obama : 'they 're gon na find guy 's got steel spine ' ``
true,donald trump strategi pretti simpl even said campaign get women stay home get young peopl stay home get peopl color stay home get lot smart intellig men stay home
true,u.s. record number oil rig oper right work oil ga rig rest world combin
true,ive cut tax ... middle-class famili small busi
true,gun epidem lead cau death young african-american men next nine cau put togeth
true,mortgag fraud 400 last five year
true,bill clinton invit ( rev wright ) white hou person crise
true,fulton counti govern hasnt rai millag rate sinc 1991
true,obamacar premium doubl tripl wisconsin
true,seen hate crime skyrocket wake immigr debat
false,conni mack real job real world event coordin hooter !
false,deni said obama campaign `` play race card ``
true,paul ryan alreadi spent million tri perman derail brad ( schneider ) progress energ campaign
true,"50,000 everi child owe today washington politician run huge spend tab left kid bill"
false,unit state major countri tax export
false,secretari state hillari clinton launder money bill clinton laureat educ bill clinton honorari chairman group
true,black unemploy rate ( ) increa sinc recoveri begun
true,convent center sold build would never cost taxpay dime
true,nsa data collect : everi member parti serv intellig committ vote favor
true,media distortedwhat happen babi ralli
true,sanction iranian central bank shut ( iran ) economi
true,milwauk counti govern debt burden
true,18 portland elementari school art instruct compar 83 nation
false,"hurrican katrina dalla san antonio took 5,000 10,000 refug ( bill ) white brought 250,000 put buddi empti apart build let feder govern pay rent two year return new orlean welfar"
true,ron johnson refer lego movi insidi anti-busi conspiraci
false,salari benefit wisconsin state employ compri 8.5 2009-2011 state budget
false,mari burk wast 12.5 million dollar vacant lot move could cost taxpay nearli 25 million
true,private-sector job creat second year obama administr eight year bush administr
true,american oil product highest level sinc 2003
true,gun background check futil someth like 42 ( peopl ) last year prosecut tri buy gun crimin record 11 million
true,david vitter answer prostitut call minut skip vote honor 28 soldier gave live defen freedom
false,gov rick scott activ nation guard anticip feder disast state cost includ cost recal furlough guardsmen fulli reimbur fema
true,read arizona ( immigr ) law stop violat law suspicion 're illeg ask 're legal
true,florida propo medic marijuana amend would make florida one lenient medical-marijuana state allow use limitless condit specifi physician
false,state govern workforc grew tim kain governor
true,union call obamacar bad worker
true,presid obama budget request veteran ismor doubl amount constant dollar appropri 1980 veteran popul larger third
true,today america 70 us earn less 12 year ago first time happen side world war ii
true,chuck hagel oppo sanction iran
false,seventi peopl state new jersey want marriag equal
true,gop senat nomin darryl glenn said want see ted cruz appoint u.s. suprem court
true,peopl actual broken transcript oral argument ( antonin scalia ) told joke got laugh justic
false,governor propo budget raid k-12 school fund grow dh
true,accord pew research 99 peopl afghanistan support oppress sharia law
false,milwauk counti elect offici drive around luxuri car dime
true,massachusett gov romney narrow gap student differ race
false,ive cop lake counti michigan sinc 1982 thereabout conduct feder raid dea atf u. marshal fbi texa ranger
true,averag seven children america kill gun everi day
false,bill also provid full feder fund abort
true,spend health care countri 're rank 47th life expect 43rd child mortal
true,thank one week largest gop ( facebook ) page governor 's race !
true,ohio one 17 state estat tax lowest threshold nation
true,volunt firefight commun serv georgia elsewh devast obamacar
true,[ state ethic commiss ] took absolut cut state agenc somewh 7 rang governor offic
true,believ tax carbon deal aggress climat chang ( hillari clinton ) posit
true,rep. paul ryan budget propo cut noth medicar social secur defen next two three year three year cut one dime debt
false,hillaryclinton immigr platform would creat total open border
true,four countri world allow abort 20 week pregnanc
false,wisconsin broke state govern 3 billion debt
true,today russia hold mani preciou nation secur satellit risk ever get ground
true,paul ryan back propo would bailout puerto rico
false,religi group like knight columbu forc allow same-sex marriag ceremoni facil belief
false,u.s. senat oppon tommi thompson person made 3 million feder contract grant healthcar compani left 9/11 first respond without care promi
false,senat vote week allow illeg alien access social secur benefit
true,iraq civilian death incid bomb etc remain low rel go last year
true,obamacar cau million full-tim job becom part-tim
true,period 2007 2011 offic health insur commiss report 18 declin state total medic spend
true,like marco rubio sen. barack obama one worst attend record senat
true,congress doesnt avoid sequest ten thousand parent scrambl find child care kid
true,obama use lawyer acorn
true,lake eri support nearli 10 ohio job gener 750 million state local tax
true,cite effort secur border obama said over number peopl tri cross border illeg lowest sinc 1970
false,jay-z beyonc attempt buy right confed flag prevent use
false,say texa u.s. reps. eddi bernic johnson sheila jackson lee among open socialist congress
false,state legisl quietli shift 2 billion educ road build 2013
false,women seek abort see ultrasound odd pretti high theyr go keep babi
false,averag rate fraud earn incom tax credit medicar medicaid food stamp program 20 25
false,gov mcauliff budget would raid school 4 obamacar va
true,conni mack vote redefin rape forcibl rape
true,lower tax last two year
true,san antonio largest citi unit state ever african american woman mayor
true,catherin cortez masto indict ( brian krolicki ) innoc man order save harri reid polit career
true,"may gener job rest countri combin : 28,000 job may state 54,000 entir countri"
true,travi counti surround red counti
false,nation health care law put feder bureaucrat american citizen doctor
true,nanci nusbaum brown counti execut spend went nearli 50
false,rhode island treasur gina raimondo rai mortal rate 65 87 use 1994 annuiti chart creat pension crisi
true,co-own celilo group media
false,report : 3 million vote presidenti elect cast illeg alien
false,ir go charg huge nation databa health care includ american person intim close-to-the-vest-secret
true,whether human contribut global warm
false,stori women say grope forc larg debunk
false,chri christi veto equal pay women 3 time let bill pass becam damag campaign issu
true,donald trump believ state actual right lower minimum wage 7.25
true,"2010 2,694 young peopl kill gunfir 1,773 victim homicid ; 67 elementari school-ag children"
true,democrat give newport homeless get poll
false,negoti open border let flee refug safeti kosovo
true,tuition virginia colleg ... doubl -- 100 -- last 10 year
true,sen. mark begich ineffect pass one bill name build
false,deci cancel trademark washington redskin patent trademark offic barack obama
true,tougher standard hold toy gun manufactur seller account real gun
true,last decad averag incom bottom 90 work american actual declin top 1 saw incom rise averag quarter million dollar
false,obamacar one big fat va system
true,'s good man 's pro-lif liber 's right pro-lif part 's liber
true,u.s. nation debt tripl rep. greg walden time congress
true,"see number 500,000 job creat per month ( creat 115,000 job total april 2012 ) way way way happen normal recoveri"
true,"counti fastest grow airport america attract nearli 1,000 new privat sector job"
true,provid teacher go five six year without evalu
false,"fought hard ( state senat ) seat lost four point rai 700,000"
true,coca-cola ceo said find easier work china unit state
false,iran nuclear deal give 150 billion get noth
true,kid ate 16 pack sugar
true,research show employ mandat hou health reform bill would `` place million 'at substanti risk unemploy ' minor worker lose job twice rate white counterpart ``
false,dont believ phoni number hear 4.9 5 unemploy number probabl 28 29 high 35 fact even heard recent 42
false,march new jersey one eight state nation lose job state highest loss job nation
false,estim 40 gun sold unit state occur background record check
false,last christian leav iraq
true,young veteran higher unemploy rate peopl didnt serv
true,iowa senat candid joni ernst promi shut depart educ abolish epa
true,scott walker cut back earli vote sign legisl would make harder colleg student vote
false,never ask receiv singl earmark pork barrel project state
true,democrat leader senat harri reid block vote keyston pipelin year
false,hillari clinton want bring thousand refug america around world without kind secur screen
true,georgia senat ethic resolut doesnt defin cap
true,georgia resid file insur claim lightn strike countri
true,initi agr republican amount zika fund democrat derail
true,legal immigr system america accept 1 million peopl year legal countri world even come close
true,"oregon today averag debt upon colleg graduat 24,000"
true,implement paul ryan plan without allow increa revenu
false,thank ( rick ) perri bad budget ( texa ) highway depart convert modern pave state road back gravel
true,ohio lose 700 famili farm year pay inherit tax
false,undocu student qualifi in-stat oregon tuition activ work toward u.s. citizenship
true,nearli one five women america victim rape attempt rape
false,accord recent poll republican candid better hillari clinton
false,recent opportun vote give presid limit author begin strike terrorist iraq syria
true,last two year support propo 155 billion worth target cut dr. gingrey present zero
true,investig abramoff peopl end jail
true,new jersey devil manag partner jeff vanderbeek froze moni toughest year 08-09 refu give charit dollar requir give contract
false,"﻿﻿sinc mayor kennedi obrien took offic sayrevil issu 22,081 build permit ! obrien hold secret meet big develop"
true,2011 alon 269 new jerseyan kill gun violenc
false,ben franklin quip two thing life certain : death tax think even didnt envi tax man would visit day death
true,go look west point websit youll see specif word full scholarship west point even though know given grant anybodi get word use
false,feder govern reneg medicaid payment wisconsin cau 240 million extra cost 2013-15 state budget
true,rick perri cut tax
true,twice mani gun shop mcdonald unit state
true,"( schip ) social medicin go go famili make 60,000 year n't poor children"
true,"sinc 2004 2,000 suspect terrorist legal purcha weapon unit state"
true,keep minimum wage current level single-par famili earn minimum wage full-tim job live poverti new jersey
true,live legaci deficit-spend began almost decad ago
false,presid first major foreign polici speech cairo apolog countri
true,two-third economi consum economi
false,milwauk buck actual younger marquett team
false,conni mack fail pay child support
true,rememb properti tax went 70 10 year becam governor
true,david jolli lobbi plan rep. paul ryan would turn medicar voucher program
true,nato n't provid enough troop ( afghanistan ) still angri us go iraq
true,donald trump doesnt believ equal pay
true,unemploy insur trust fund broke billion dollar debt feder govern
false,cour larg scale voter fraud happen elect day
true,st. pete beach experi fair exampl could happen amend 4 pass
false,paul ryan one six hou republican vote teddi kennedi bill forc christian employ hire lgbt employ
true,forti gross domest product state local feder money
false,first year presid obama said go visit kim jong-ll ahmadinejad assad chavez worst actor world
false,republican state leader use `` soviet-styl `` budget manag
false,"vast major money got small donor across countri `` campaign-fin barack-obama presid illinoi democrat 70 71 160 163 9 interview cnbc 's john harwood 5802.json true democrat-control senat hasnt pass budget 1,000 day deficit federal-budget job-accomplish john-boehn speaker hou repr ohio republican 13 22 11 4 2 video address 6153.json half-tru median incom america drop 10 last four year economi incom job mitt-romney former governor massachusett republican 34 32 58 33 19 speech 6515.json barely-tru u.s. senat hope tammi baldwin vote 1 trillion stimulu bill includ wast 800,000 replac light bulb energi federal-budget stimulu crossroads-gp conserv advocaci group republican 9 1 4 1 2 televi ad 385.json true clinton read nation intellig estim vote iraq war iraq barack-obama presid illinoi democrat 70 71 160 163 9 speech westervil ohio 10932.json barely-tru thank act 10 collect bargain law took effect four year ago act score wisconsin second-best countri state half kid take exam educ government-regul job-accomplish labor union scott-walk milwauk counti execut wisconsin republican 26 41 32 40 11 speech 5076.json mostly-tru incom gdp per capita almost 50 higher ( ) averag european economi mitt-romney former governor massachusett republican 34 32 58 33 19 editori board meet iowa newspap 12189.json half-tru rick scott cut medicaid peopl cant get obamacar health-car medicaid rick-scotts-starbucks-heckl activist stay-at-hom mom florida activist 0 0 2 0 0 confront rick scott starbuck 945.json half-tru stimulu bill includ 8 billion high-sp rail project 'magnet levit ' line la vega disneyland ``"
true,sinc debbi halvorson polit illinoi lost hundr thousand job
true,ive author first bipartisan tax reform bill quarter-centuri
true,mani state feder agenc navig involv help folk maneuv often complex process associ file benefit claim exampl -- even buy health insur
false,saysjosh mandel campaign fbi investig
true,sharron angl vote protect sex offend
false,major candid texa 25th congress district live outsid district
false,tremend support women
false,much evid suggest peopl ( contribut global warm ) much chang anyth
false,florida revenu grow faster rate almost state countri
true,poll found 20 % young adult use ( smartphon ) sex
false,obama said would `` stand muslim polit wind shift ugli direct ``
true,gap rich everyon el america wider today time sinc 1920
false,know presid obama stole 500 billion medicar switch obamacar
false,"cap-and-trad bill would destroy 50,000 job virginia"
false,"nearli 40,000 new job creat last year due new well right ohio"
true,tell presid barack obama also ask former presid georg w. bush felt american hate
false,work mayor commiss help save school year budget crisi salem threaten cut four week school year includ negoti teacher work free
true,sarah eckhardt refu take pay increa repeatedli
false,year florida becom major minor state
false,work longer hour peopl industri world includ japan
false,greg abbott convert 1 million feder grant money intend use prosecut onlin sexual predat cyber crime instead use harass prosecut senior citizen assist senior citizen appli mail-in ballot
true,richard cordray nomin head consum financ protect bureau mark first time senat histori polit parti block nomin someon didnt like construct agenc
false,presid barack obama health care law expect destroy 2.3 million job
false,john mccain `` one senat either parti oppo bill ( expand educ aid veteran ) think 's gener ``
true,chri christi led new jersey record-break 9 credit downgrad
true,texa sext feloni sex offen teenag mean 10 year prison
false,fought 38 studio begin
false,wisconsin gov scott walker turn 1 billion surplu 2.2 billion budget deficit
true,muslim countri sharia death penalti blasphem mohammad
false,reagan took offic `` n't rai tax n't cut entitl cut tax ``
true,one taken custodi feed homeless
false,newt gingrich co-sponsor bill nanci pelosi would given 60 million year u.n. program support china brutal one-child polici
true,[ ] n extra 8 million american [ ] project join state medicaid program next year
false,martin luther king republican
false,epa offici commend ( koch industri ) commit cleaner environ call us model compani
true,"ohio creat 45,000 new manufactur job sinc 2010 due larg part fact auto rescu help ohio"
false,west rai 2 million would leav beach ruin end social secur medicar give corpor free reign
false,ronald reagan cut tax 1981 u.s. enjoy exponenti growth
false,parti white hou respon massiv tax increa middl class
true,look three peopl ( debat ) stage unit state senat three combin two bill becam law theyv sponsor
true,portland bureau transport bare break ( ) even ticket motorist
true,poll show major cathol favor marriag equal
true,ben unger support 15 properti tax increa oregon senior
true,salari virginia teacher nation averag
false,million dollar tax break paid bust union cut badgercar rai tax poor middl class thank elizabeth cogg help
true,u.s. unemploy rate remain 8 43 consecut month longest stretch sinc great depress
true,thirty-on school district still receiv less fund per pupil prior dramat budget cut 2011
false,fewer 10 hou anyon would classifi wealthi
true,ohio half provid safe legal abort shut sinc gov john kasich took offic 2011
true,rick santorum support ( arlen ) specter conserv candid twice
false,fiorina plan would mean slash social secur medicar
true,neither presid barack obama mexico presid felip calderon border see happen citizen mexico matter citizen texa
true,nation debt greater gross domest product
false,member congress specif exempt mani law pass exempt fear prosecut sexual harass ... ( ) healthcar reform
true,ten year ago austin water util use total 240.3 million gallon everi summer sinc peak day water use lower
true,first said would take troop six month acknowledg would take year
false,law mandat fingerprint gun purcha requir reduc gun crime five state law
true,one gener ago led world colleg graduat 16th today
true,labor forc particip rate -- share potenti workforc actual work look work -- current stand 63 % lowest level sinc 1970
true,mani type fish shellfish water across state label unsaf eat
false,incandesc light bulb effect whatev planet
true,ten time republican candid presid enough deleg claim nomin parti convent seven time somebodi leader deleg select nomin parti
false,"presid 's plan even end withdraw timelin reach leav place 50,000 u.s. troop"
true,texa regul appear kind imit firearm sold texa
true,donald trump democrat longer last decad republican
true,adjust inflat popul growth state gener revenu spend decrea 10.7 watch
true,one 10 minimum-wag worker u.s. live texa
true,lauri monn anderson vote let violent crimin jail earli
true,"republican would give senior ( medicar ) voucher limit cover cost senior much 6,400 year"
false,donald trump appeal much democrat republican
true,peopl top 1 incom effect tax burden low 20 lowest decad decad decad -- lower somebodi might make substanti less money
true,ninety-f oregonian health insur coverag ten thousand first time
true,former busi partner robert gay : man help save daughter mitt romney
false,sale tax increa approv cost taxpay 300 million per year perpetu financ rail system citi tampa
true,among develop nation least econom social mobil countri world
false,bill nelson vote ban million commonli firearm includ mani popular hunt target rifl
true,book rick perri said social secur unconstitut
false,live lost war drug cartel juarez alon block unit state america lost war afghanistan
true,ga tax holiday gimmick `` everi economist go pocket oil compani ``
false,marco rubio think govern n't health care busi
true,swaziland highest rate hiv infect world
true,gov bob mcdonnel launch raid public educ pay road
true,"civil war 300,000 ohioan serv union armi -- per capita state"
true,"nation debt `` gone 1,729,000,000 isner v. mahut match ``"
true,mitt romney respon crisi auto industri let detroit go bankrupt
